;Titulo;Corpo;Link
336;Telefonia entra em colapso na região serrana do Rio;12/01/2011 19h58- Atualizado em12/01/2011 19h58 Valor OnLine RIO - As chuvas que causaram alagamentos e desmoronamentos na região serrana do Rio afetaram os serviços de telefonia fixa, móvel e a banda larga dos locais, principalmente em Nova Friburgo, onde ainda não há previsão para o restabelecimento total de energia - que afeta diretamente os serviços de celular. A cidade ficou sem contato exterior, dependendo de apenas alguns telefones fixos que eventualmente funcionavam durante o dia, e de rádios amadores. A Oi explicou que seu sistema de monitoramento de rede identificou rompimento de fibra ótica e falhas em equipamentos devido às fortes chuvas. Mas, em função das dificuldades de acesso à região e de locomoção, com os transportes tendo sido afetados, 'as equipes especializadas encontram restrições de mobilidade no local para executar reparos na rede da empresa'. Portanto, a companhia aguarda a melhoria das condições de deslocamento nas localidades atingidas para avaliar com mais precisão a extensão dos danos. 'Até o momento não é possível fazer previsão para o restabelecimento dos serviços que foram afetados pelas fortes chuvas que determinaram o estado de calamidade na região', divulgou em nota. A falta de energia elétrica na Região Serrana também afeta a prestação de serviços telefônicos, já que diversos equipamentos contam com baterias de tempo limitado para manter os serviços em funcionamento em caso de falta de luz. Mas como a interrupção de energia é por tempo prolongado, as baterias não foram suficientes e já não estão mais funcionando. A falta de energia e a dificuldade de acesso a diversos pontos dessas cidades também afetou os serviços da Claro. A empresa informou que 'está trabalhando para restabelecer os seus serviços o mais rápido possível'. A empresa pediu desculpas pelos transtornos causados aos clientes. A rede da Intelig, de telefonia fixa, não foi afetada, informa a empresa. Mas a TIM, que depende da Oi como provedora de meios de transmissão, também enfrentou dificuldades. A companhia informou ter acionado 'o parceiro para a normalização dos serviços'. Os clientes da Vivo também sofreram impacto da interrupção do fornecimento de energia elétrica, que prejudicou a transmissão do sinal da companhia. A autonomia das baterias da empresa é de até quatro horas. (Juliana Ennes e Rafael Rosas | Valor) Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=338&r=1737944190364&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2011%2F01%2Ftelefonia-entra-em-colapso-na-regiao-serrana-do-rio.html&syn=False&key=ff3b719c6fa3fa6cd4392565b0e61502
337;Santanna questiona redução do preço da conexão à internet no atacado;12/01/2011 20h18- Atualizado em12/01/2011 20h18 Valor OnLine BRASÍLIA - O presidente da Telebrás, Rogério Santanna, disse hoje que se o preço de R$ 230 para uso do link de 1 megabits por segundo (Mbps) for reduzido, conforme reivindicação de alguns provedores de acesso à internet, a estatal pode demorar mais para chegar ao momento em que terá retorno financeiro com as atividades desenvolvidas no Plano Nacional de Banda Larga (PNBL). 'Se cobrarmos menos, o ponto de equilíbrio chegará mais tarde', disse Santanna ao deixar a sede do Ministério das Comunicações. Ontem, em reunião como ministro Paulo Bernardo, as associações se queixaram do preço de conexão no atacado da Telebrás em mercados mais concorridos. As entidades disseram que o preço do link está R$ 130 no centro da cidade de São Paulo, porque tem mais oferta de serviço no atacado. Santanna rebateu hoje parte das críticas dos provedores. Ele disse que somente os provedores mais estruturados (os que fogem da modalidade de micro e pequena empresa) conseguem obter preço do link entorno de R$ 180. 'Os pequenininhos não conseguem (...), só os outros que tem mais poder de fogo nas negociações', afirmou. Qualidade Para Santanna, o governo não deve abrir mão de estabelecer um limite de clientes por link. Embora, haja o interesse de viabilizar uma oferta de conexão à banda larga ao custo de até R$ 35 por mês para os usuários finais, não deve ser aceito um novo critério que ponha em risco a qualidade do serviço - o PNBL prevê uma velocidade mínima de 512 kilobits por segundo (Kbps). (Rafael Bitencourt | Valor) Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=339&r=1737944190365&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2011%2F01%2Fsantanna-questiona-reducao-do-preco-da-conexao-a-internet-no-atacado.html&syn=False&key=26cf9bbe5824b349dc0a761d5f47629e
338;"Dólar futuro encerra em queda; Ptax fica cotada a R$ 1,6773";12/01/2011 20h58- Atualizado em12/01/2011 20h58 Valor OnLine SÃO PAULO - Os contratos futuros de dólar negociados na Bolsa de Mercadorias & Futuros (BM&F) encerraram em queda nesta quarta-feira. O contrato para fevereiro de 2011, o mais líquido, terminou a R$ 1,682, com queda de 0,79%. O vencimento para março fechou a R$ 1,694, queda de 0,79%. O contrato para abril caiu 0,80%, projetando a moeda a R$ 1,706. Ao todo, foram negociados 234.365 contratos cambiais. O giro financeiro foi de R$ 19,750 bilhões, o equivalente a US$ 11,775 bilhões. Na terça-feira, foram movimentados 207.105 contratos cambiais, com giro de R$ 17,568 bilhões, correspondentes a US$ 10,403 bilhões. A taxa Ptax - média das cotações do dólar apurada pelo Banco Central (BC) e ponderada pelo volume de negócios - encerrou com queda de 0,68%, cotada a R$ 1,6765 na compra e a R$ 1,6773 na venda. (Valor) Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=340&r=1737944190366&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2011%2F01%2Fdolar-futuro-encerra-em-queda-ptax-fica-cotada-a-r-16773.html&syn=False&key=9e91b847fe929cb2ded51d9908457b22
339;Vendas no varejo crescem 1,1% em novembro, indica IBGE;"12/01/2011 09h04- Atualizado em12/01/2011 09h32 Do G1, em São Paulo O volume de vendas do comércio varejista do país cresceu 1,1% em novembro, em relação a outubro, com ajuste sazonal, completando sete meses seguidos de alta, conforme informou, nesta quarta-feira (12), o Instituto Brasileiro de Geografia e Estatística (IBGE). No mesmo mês, a receita nominal do setor subiu 1,2%, na 11ª alta mensal consecutiva, na série com ajuste sazonal.Em outubro, em comparação a setembro, o avanço das vendas havia sido de 0,4%. Na série sem ajuste sazonal, o volume de vendas, na comparação com novembro do ano passado, cresceu 9,9%, enquanto a receita aumentou 14,8%. No ano, as vendas acumulam alta de 11% e a receita, de 14,4%. Já no acumulado nos últimos 12 meses, o aumento é de 10,8% do volume de vendas e de 14,1% , da receita. Na comparação mensal, a maiora das atividades pesquisadas pelo IBGE registrou aumento no volume de vendas. Os destaques ficaram com equipamentos e material para escritório, informática e comunicação (10,5%); livros, jornais, revistas e papelaria (6,6%); móveis e eletrodomésticos (2,4%). Na contramão, registraram recuo nas vendas os setores de tecidos, vestuário e calçados (-3,6%) e combustíveis e lubrificantes (-0,3%). Na comparação com o mesmo período do ano passado, todas as atividades apresentaram crescimento, com taxas mais altas dos setores de veículos e motos, partes e peças (30,4%); livros, jornais, revistas e papelaria (23,2%); móveis e eletrodomésticos (20,5%); equipamentos e materiais para escritório, informática e comunicação (20,4%) e material de construção (15,8%), entre outros. Por regiãoNa comparação mensal, com outubro, foi registrado aumento do volume de vendas do comécio de 17 das 27 unidades federativas, com os maiores resultados partindo de Alagoas (3,7%), Amapá (3,1%), Ceará (1,9%), Bahia (1,8%) e Minas Gerais (1,8%). As quedas mais expressivas foram vistas em Roraima (-9,3%), no Distrito Federal (-3,0%), no Rio Grande do Norte (-2,1%) e no Maranhão (-2,0%). Em novembro, em relação ao ano anterior, foram verificados avanços em todos os estados, com destaque para Tocantins (69,8%), Rondônia (28,1%), Paraíba (22,3%), Maranhão (19,4%) e Ceará (17,3%). São Paulo e Rio de Janeiro seguem nas primeiras colocações.
MG caiu da 3ª para a 6ª posição, atrás também de PR, SC e RS. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=economia&p=341&r=1737944190367&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2011%2F01%2Fvendas-no-varejo-crescem-11-em-novembro-indica-ibge.html&syn=False&key=b3c9c920da0865bceeefa5604800c192
340;Em alta, microfranquias permitem à classe C abrir o próprio negócio;"12/01/2011 07h16- Atualizado em12/01/2011 09h38 Darlan AlvarengaDo G1, em São Paulo Em menos de dois anos, a enfermeira Elaine Cristina Barbosa Alves, de 32 anos, passou de assalariada, com renda média de R$ 1 mil, para empresária no ramo de cuidados especiais a idosos, com 35 funcionários, incluindo o próprio marido, e rendimento mensal de cerca de R$ 10 mil. Ela virou a própria patroa após abrir uma microfranquia, modelo que exige investimento máximo de até R$ 50 mil e que já representa 10% do faturamento do setor de franchising no país. (OG1publica, a partir desta semana, uma série de reportagens sobre as perspectivas para a economia brasileira em 2011 em diversos setores. Os primeiros temas tratados foramtributosesetor hoteleiro). “No início foi bastante difícil, tive que fazer muita panfletagem na rua, muito marketing de guerrilha, mas hoje já estou atendendo na base da indicação”, afirma Elaine, que é franqueada da Home Angels na cidade de Campinas (SP). Criada em 2007, a microfranquia funciona no modelo home-based (baseado em casa), sem necessidade de ponto comercial. A operação do negócio exige apenas um telefone e uma equipe mínima de funcionários.A Associação Brasileira de Franchising (ABF) estima que já exista no país cerca de 2.500 franqueados de um total de mais de 50 marcas de microfranquias. “A fatia de participação delas no mercado de franquias deve chegar a 20% até o fim de 2011”, diz Ricardo Camargo, segundo o diretor-executivo da Associação Brasileira de Franchising.O setor de franquias deve fechar o ano de 2010 com um faturamento de R$ 75 bilhões, um crescimento de 19% em relação a 2009. Para 2011, a previsão é de alta de 15%. Mas para os modelos de microfranquias, a estimativa é de crescimento acima de 20%.""As microfranquias se caracterizam pelo baixo investimento e pela baixa complexidade operacional. Muitos dos negócios podem ser administrados de casa e não envolvem estoques, coleções, manipulação de produtos ou softwares complexos”, explica André Friedheim, sócio-diretor da Francap, empresa de consultoria na área de francising. Negócios não exigem ponto comercial A maioria das microfranquias está ligada à prestação de serviços como reformas, jardinagem, reforço escolar, aulas particulares, fisioterapia, manutenção de computadores, tratamento de beleza e cuidado de idosos, crianças e animais, entre outros. Quando o negócio depende de um ponto comercial, geralmente o modelo é para espaços como quiosques, sem custo de luva.Entre as vantagens, está a possibilidade de montar o negócio com capital próprio, sem necessidade de financiamento, o uso de uma marca que já está presente no mercado e a transferência de know-how para o gerenciamento do negócio. Dados do Serviço Brasileiro de Apoio às Micro e Pequenas Empresas (Sebrae) revelam que 80% das empresas fecham em até cinco anos após a inauguração. No caso das franquias, o número cai para 15%.""Apesar da rigidez de algumas franquias, abrir um comércio de nome já conhecido e respeitado é muito mais seguro do que começar do zero”, destaca o diretor-executivo da ABF.Ele afirma que o tempo médio de retorno do investimento na microfranquia é menor, entre 18 e 24 meses, contra uma média de 36 meses nos modelos tradicionais. O alto custo era o principal impedimento para a entrada de mais empreendedores nesse mercado”, afirma Artur Hipólito, do Grupo Zaiom, pioneiro no setor de microfranquias no país e responsável pela operação de sete marcas com cerca de 400 franqueados. “Para 2011 a nossa meta é dobrar o número de franqueados”.O investimento médio para abrir uma franquia do grupo costuma ser em torno de R$ 20 mil. O faturamento médio mensal costuma variar entre R$ 5 e 15 mil, com taxa de lucro entre 30 e 40%. “É um modelo de baixo risco e de rápida implantação. O franqueado consegue iniciar as operações entre 30 e 40 dias”, afirma Hipólito, dono das marcas Home Angels, Amigo Computador, Tutores, Dr. Faz Tudo e Dog Relax.“É a porta de entrada mais fácil para se tornar um franquedo, aprender a trabalhar em rede, cumprir padrões de processo, conhecer esse mundo e depois se aventurar em operações de maior porte"", avalia André Friedheim.“O momento do país é excelente, o varejo está crescendo e há mais oferta de crédito. Portanto, as microfranquias são uma oportunidade até para essa nova classe C que sonha ter seu próprio negócio e virar patrão de si mesma”, completa o diretor da Francap. Elevação da renda e da carga de trabalhoAlém de representar a porta de entrada da classe C para o mundo do franchising e do empreendedorismo, as microfranquias criam em muitos casos um atalho para a elevação da renda do prestador de serviço. “Os nossos franqueados costumam ter mais de 35 anos. São pessoas que querem sair do ambiente coorporativo e abrir o próprio negócio, e que querem elevar a renda numa área da qual já fazem parte ou têm afinidade”, afirma o dono do grupo Zaiom. “São pessoas que ganham entre dois e três mil reais que encontram na microfranquia uma chance de duplicar, triplicar os seus ganhos e mudar de vida”. A franqueada Elaine conta que com ganho de renda já conseguiu comprar um apartamento e um carro zero. “Eu acho que já saí da classe C, já estou numa classe quase média alta”, diz. O crescimento do negócio permitiu convencer até o marido a abandonar o emprego de funcionário de escritório. “É ele quem cuida de todo o marketing e da divulgação do negócio. Agora ele é meu empregado”, brinca.O sucesso no mundo das microfranquias, entretanto, exige planejamento, análise do mercado e da região de atuação, e escolha criteriosa do ramo de atividade. ""O ponto de partido deve ser a afinidade com o negócio. Quem não gosta de trabalhar no fim de semana, por exemplo, deve pensar duas vezes antes de abrir um negócio em shopping ou ligado a alimentação"", afirma André Friedheim.Ricardo Camargo, da ABF, lembra que é indispensável também pesquisar a marca, o histórico da empresa e o grau de satisfação dos franqueados. “Isso é importante para avaliar se o negócio tem futuro e potencial de captura de cliente”, diz.Nada é mais importante, no entanto, do que a presença do dono no negócio. “Na verdade, quem abre uma microfranquia está comprando um emprego”, resume Friedheim.“Como diz o ditado, é o olho do dono que engorda o boi”, diz a empresária Elaine. “Passei a dormir com o celular do lado da cama para não deixar de atender nenhum cliente”. Indicador de confiança foi calculado pelo SPC Brasil e pela CNDL.
Para 83% dos MPEs, economia brasileira piorou nos últimos meses. Empresária oferece ceia para quem não consome carne e produtos animais.
Programa também fala sobre venda em domicílio e energia solar. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=economia&p=342&r=1737944190369&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fpme%2Fnoticia%2F2011%2F01%2Fem-alta-microfranquias-permitem-classe-c-abrir-o-proprio-negocio.html&syn=False&key=fde2389166eb373ad6ac7a2fbc5c010b
341;Economia e emprego estão melhorando nos EUA, diz Fed;"12/01/2011 17h28- Atualizado em12/01/2011 18h00 Da Reuters A economia dos Estados Unidos se fortaleceu no final do ano, de acordo com urelatório divulgado pelo Federal Reserve (Fed, o banco central norte-americano) nesta quarta-feira (12), que citou o crescimento no nível de emprego em todo o país. O Livro Bege, baseado na compilação de relatórios de contatos empresariais das regionais do Fed, traçou um panorama mais otimista para a economia, embora ainda com alguma cautela. Embora o mercado imobiliário tenha se mantido previsivelmente fraco, os contatos no setor manufatureiro pareceram mais otimistas. O Fed informou melhores condições em todos os 12 distritos, apesar de serviços bancários e financeiros apresentarem resultados que variaram conforme a região. ""A atividade econômica continuou se expandindo moderadamente entre novembro e dezembro"", afirmou o banco central em comunicado. Os resultados foram consistentes com uma recente melhora nos dados macroeconômicos nos EUA, que levou alguns economistas a reforçarem suas previsões de crescimento para o primeiro semestre de 2011. A economia norte-americana avançou 2,6% no terceiro trimestre, nível considerado modesto demais para reduzir de forma significativa a taxa de desemprego no país, atualmente em 9,4%. Com tal pano de fundo, o Fed anunciou em novembro a compra adicional de US$ 600 bilhões em títulos durante um período de oito meses, a fim de dar suporte à recuperação ao manter baixos os custos dos empréstimos de longo prazo. Apesar das aquisições, as taxas de juros do mercado subiram consideravelmente desde então, embora os formuladores de política monetária venham argumentando que elas poderiam ter subido ainda mais sem a intervenção do Fed. A melhoria das condições descritas pelo Livro Bege reforça a visão, compartilhada tanto por altos funcionários do Fed quanto por economistas, de que a mais recente rodada de compras de títulos poderia não ser necessária. Contudo, o chairman do Fed, Ben Bernanke, argumentou que a economia está operando bem abaixo de seu pleno potencial e que continua precisando de ajuda das autoridades monetárias. O banco central citou as fracas condições do mercado de trabalho e as leituras de inflação muito baixas para justificar suas ações. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=economia&p=343&r=1737944190371&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2011%2F01%2Feconomia-e-emprego-estao-melhorando-nos-eua-diz-livro-bege.html&syn=False&key=d3013c5988966c4d13cc1d764542b59f
342;Ampla não tem prazo para religar energia de 23 mil na Região Serrana;12/01/2011 18h18- Atualizado em12/01/2011 18h18 Valor OnLine RIO - A Ampla, distribuidora de energia que atende cerca de 230 mil clientes na Região Serrana do Rio, ainda não tem previsão para religar a energia dos últimos 23 mil clientes que estão sem fornecimento nas cidades de Teresópolis e São José do Rio Preto. Os problemas no fornecimento começaram às 4h da manhã de hoje, quando a linha de transmissão que abastece a região foi atingida. Setenta e cinco mil clientes da companhia ficaram sem luz e a saída encontrada foi desviar outras cargas, que não passam pela linha atingida, para Teresópolis e São José do Rio Preto. As inundações e quedas de barreiras dificultaram a chegada dos técnicos da empresa à linha de transmissão afetada, o que só ocorreu às 16h, e mesmo assim graças à ajuda de helicópteros e uso de trilhas na mata. O diretor de relações institucionais da Ampla, André Moragas, informou que outros 14 mil clientes estão sem luz no município de Areal desde as 16h, devido à inundação de uma subestação, o que obrigou a companhia a desligar o sistema para evitar acidentes. Em Teresópolis, algumas áreas permanecem sem energia por indicação da Defesa Civil, que pediu à empresa para não religar os sistemas em regiões em que há riscos de acidentes. 'Não temos prazo para religar tudo. O trabalho demora e é feito com o tempo firme. Se começar a chover forte, teremos que retirar as equipes de campo', disse Moragas, lembrando que 500 funcionários da companhia foram deslocados para ajudar na Região Serrana, além dos cerca de 100 que normalmente trabalham na região. A volta da energia para todos os clientes só será possível depois da recuperação da linha de transmissão afetada. Outra obra que terá que ser feita pela empresa é a reconstrução de 26 postes que foram soterrados por um deslizamento de terra em um espaço de 2 quilômetros na estrada que liga Teresópolis a Nova Friburgo. Para facilitar a tomada de decisões, a empresa transferiu parte da direção da companhia para Teresópolis, sem previsão de retorno a Niterói, onde fica a sede da Ampla no país. (Rafael Rosas | Valor) Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=344&r=1737944190373&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2011%2F01%2Fampla-nao-tem-prazo-para-religar-energia-de-23-mil-na-regiao-serrana.html&syn=False&key=ed759cf795e78d012dc6bcea7b4621c5
343;Centrais ameaçam ir à Justiça se governo não negociar mínimo;12/01/2011 12h48- Atualizado em12/01/2011 12h48 Reuters BRASÍLIA (Reuters) - As centrais sindicais pretendem recorrer à Justiça na próxima terça-feira se o governo não abrir negociações, até segunda, com relação ao salário mínimo, ao reajuste dos aposentados, e à correção na tabela do Imposto de Renda, disse nesta quarta-feira o deputado Paulo Ferreira da Silva (PDT-SP), presidente da Força Sindical. Paulinho, que preside a Força Sindical, reuniu-se pela manhã no Palácio do Planalto com o ministro das Relações Institucionais, Luiz Sérgio, para apresentar a pauta de reivindicações. As centrais querem que o governo aumente o salário mínimo para 580 reais, reajuste de 10 por cento para os aposentados, e a correção 'pelo menos equivalente à inflação' da tabela do Imposto de Renda. O Orçamento para este ano foi aprovado com um piso de 540 reais. Paulinho disse que se as conversas não começarem diretamente com a presidente Dilma Rousseff ou com um ministro designado por ela até segunda-feira, na próxima terça todas as centrais procurarão a Justiça Federal nos Estados para mover ações contra o governo por conta da não correção da tabela do IR. 'Se eles não corrigirem, isso é um confisco. Queremos pelo menos a correção de 6,43 por cento referente ao INPC', disse Paulinho a jornalistas ao deixar o Palácio do Planalto. O deputado avalia que o governo vai perder no Congresso quando for votar a medida provisória que fixa o mínimo em 540 reais. 'Existe uma insatisfação da base com relação a cargos', disse ele fazendo referência aos recentes atritos entre o PT e o PMDB para nomeação de vagas para o segundo escalão do governo. O governo vem argumentando que fixou o salário em 540 em respeito ao acordo informal que já fez com as centrais, que estabelece uma fórmula de cálculo dos ajuste considerando a inflação, e o crescimento do PIB de dois anos antes. Paulinho, entretanto, argumentou que o acordo com o governo tem uma cláusula que prevê uma revisão dos termos a cada quatro anos, e segundo ele, esse prazo venceu em dezembro do ano passado. As centrais sindicais reuniram-se na terça-feira em São Paulo para discutir o salário mínimo e, segundo o sindicalista, já enviaram uma carta a Dilma com as reivindicações. (Reportagem de Leonardo Goy) Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=345&r=1737944190374&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2011%2F01%2Fcentrais-ameacam-ir-a-justica-se-governo-nao-negociar-minimo-2.html&syn=False&key=f1e19f044fd6fc508710a2093b6bac57
344;"Dólar segue em queda; investidor teme mais ações do governo no câmbio";12/01/2011 12h50- Atualizado em12/01/2011 12h50 Valor OnLine SÃO PAULO - O dólar continua a perder força, enquanto os agentes do mercado aguardam novas ações do governo para conter a valorização do real. O movimento também encontra respaldo no cenário externo, uma vez que os investidores estão demonstrando mais apetite ao risco, com o alívio das tensões envolvendo a crise das dívidas na zona do euro. Por volta das 12h35, o dólar comercial era cotado a R$ 1,678 na compra e a R$ 1,680 na venda, desvalorização de 0,41%. No mercado futuro, o contrato de fevereiro negociado na BM&F recuava 0,32%, a R$ 1,686. O gerente de câmbio da Treviso Corretora de Câmbio, Reginaldo Galhardo, lembra que, desde que o Banco Central anunciou o compulsório de 60% sobre a posição vendida dos bancos no mercado à vista que exceder US$ 3 bilhões ou o capital de referência, os negócios no mercado de câmbio são pautados pela cautela. 'Há uma expectativa de novas medidas', diz. O diretor-executivo da NGO Corretora, Sidnei Moura Nehme, também acredita que a desvalorização do dólar nesta jornada esteja ligada às dúvidas dos investidores sobre os próximos passos do governo. Vale lembrar que, na segunda-feira, o Ministério da Fazenda publicou as resoluções que faltavam para habilitar o Fundo Soberano do Brasil a comprar e vender moeda estrangeira e realizar operações de derivativos, entre elas os swaps cambiais. Os investidores analisam a notícia de que Portugal obteve 1,25 bilhão de euros em seu leilão de dívida. A demanda foi forte e o leilão teve viés positivo. A taxa de retorno média para o título com vencimento em outubro de 2014 foi de 5,4%, acima dos 4% verificados na oferta antecedente. Para o bônus vencendo em junho de 2020, a taxa de retorno média correspondeu a 6,7%, abaixo dos 6,8% apurados em venda anterior, realizada em novembro. Foram colocados 650 milhões em títulos do Tesouro com vencimento mais curto e 599 milhões de euros em papéis com o prazo mais longo. A demanda superou em 2,6 vezes e em 3,2 vezes, respectivamente, a oferta. As informações são do Instituto de Gestão da Tesouraria e do Crédito Público de Portugal e agências internacionais. Há pouco, as principais bolsas de valores da Europa operavam em alta. O CAC-40, de Paris, subia cerca de 1,5%, enquanto o DAX, de Frankfurt, tinha ganho de mais de 1,3%. Já o londrino FTSE-100 registrava alta de 0,3%. Em Wall Street, os índices Dow Jones e S&P 500 abriram no território positivo e tinham ganho de cerca de 0,5%. O Índice CRB, que mede o desempenho das commodities, subia cerca de 0,6%, acompanhando o cenário global de otimismo. No mercado de câmbio externo, o euro tinha alta de 0,43% ante o dólar, cotado a US$ 1,302. Agora, as atenções do mercado se voltam à divulgação do Livro Bege, compêndio de dados coletados pelas 12 unidades regionais do Federal Reserve (Fed), o banco central dos Estados Unidos. Será divulgado também o resultado das contas do governo americano no último mês de 2010. (Karin Sato | Valor) Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=346&r=1737931735103&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2011%2F01%2Fdolar-segue-em-queda-investidor-teme-mais-acoes-do-governo-no-cambio.html&syn=False&key=c1380553040b1ff5bcfa186af6eb5a03
345;Preço de importações sobe 1,1% em dezembro nos EUA;"12/01/2011 12h04- Atualizado em12/01/2011 12h51 Da Agência Estado O índice de preços das importações dos Estados Unidos subiu 1,1% em dezembro de 2010, na comparação com novembro, informou nesta quarta-feira (12) o Departamento do Trabalho. O avanço segue-se à alta revisada de novembro, de 1,5%, que havia sido originalmente calculada em 1,3%. Economistas esperavam aumento de 1,2% em dezembro. Em comparação com dezembro de 2009, os preços das importações tiveram alta de 4,8%. No terceiro trimestre do ano passado, os preços das importações subiram 3,7%, marcando a maior alta trimestral desde os três meses encerrados em agosto de 2009. A recuperação dos preços do petróleo para as máximas em dois anos, acima de US$ 90 o barril, tem sido um importante fator por trás da recente tendência de aumento nos preços das importações. O petróleo importado teve alta de 3,9% em dezembro ante novembro e de 13,7% ante dezembro de 2009. Excluindo o petróleo, os preços das importações tiveram ganhos mais modestos, de 0,4% ante novembro e de 2,7% em relação a dezembro de 2009. Os preços dos alimentos aumentaram 1,3% em dezembro ante novembro e 13,1% ante dezembro de 2009 - o maior avanço anual desde setembro de 2008. O custo dos suprimentos e dos materiais industriais cresceu 2,8%, incluindo um avanço de 14,4% nos preços do gás natural. Regionalmente, os preços das importações da China e do Japão subiram 0,3%, enquanto o custo dos produtos do México aumentaram 0,6%. Os preços dos bens da União Europeia, por outro lado, caíram 0,1%. Índice ficou abaixo do limite entre contração e crescimento.
O índice industrial ISM caiu 0,4% no mês de dezembro. Superávit de US$ 19,69 bilhões é o maior para um ano fechado desde 2011.
Atividade econômica fraca e queda do preço do petróleo melhoraram saldo. Pedidos subiram em 20 mil para número sazonalmente ajustado.
Parte do avanço pode ser atribuído a fatores temporários. Bolsas são parte de acordo para o órgão regulador encerrar um processo.
Processo foi aberto após reclamação da antiga controladora Parmalat. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=economia&p=347&r=1737931735105&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2011%2F01%2Fpreco-de-importacoes-sobe-11-em-dezembro-nos-eua.html&syn=False&key=3434208643323622210e441001e35375
